sub_ID,Q6.consent,Q8.covid_info,Q9.covid_knowledge,Q10.rank_attention_to_news,Q13.trust_doctor_news,Q13.trust_hospital_news,Q13.trust_cdc_news,Q13.trust_government_news,Q13.trust_none_of_above,Q14.confidence_us_government,Q16.Belief_scientists_understand_covid,Q17.concerned_outbreak,Q18.likely_to_catch_covid,Q20.ability_to_protect_self,Q21.expected_symptom_severity,Q101.confidence_in_authority,Q23.risk_exaggerated,Q27.wearing_mask,Q35.take_vaccine?,Q40.age,Q41.gender,Q74.education,Q84.community,Q43.health(1.5),Q39.flu.vaccine,Q44.contact_covid,Q85.pre.exisiting_conditions,Q92.friends/family_preexisiting_conditions
695,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,1,A lot,A moderate amount,10,FALSE,FALSE,TRUE,FALSE,,4,5,A moderate amount,30,100,2,20,NA,sick people,definitely,35-39,f,highschool graduate,suburb,3,TRUE,unsure,yes,yes
697,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,TRUE,Video Commentary that compiles info for us,8,6,NA,90,10,3,85,somewhat disagree,everyone,probably,45-49,m,professional degree,suburb,4,FALSE,no,no,yes
698,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,,7,4,A lot,82,60,3,30,strongly disagree,sick people,definitely,20-24,f,some college,suburb,4,TRUE,unsure,no,yes
699,1,A lot,A moderate amount,6,FALSE,TRUE,TRUE,FALSE,,6,8,NA,20,90,2,55,somewhat disagree,sick people,unsure,18-19,m,some college,small city/town,4,TRUE,unsure,no,no
700,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,8,8,NA,30,80,2,80,strongly disagree,healthy people,definitely,55-59,m,professional degree,suburb,3,TRUE,unsure,no,unsure
703,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,TRUE,,3,9,NA,100,78,4,37,NA,everyone,unsure,20-24,f,some college,large city,2,FALSE,yes,no,no
704,1,A moderate amount,A little,6,FALSE,FALSE,FALSE,TRUE,,5,8,A lot,29,80,3,59,strongly disagree,sick people,probably,20-24,m,highschool graduate,suburb,2,FALSE,unsure,no,unsure
705,1,A moderate amount,A little,6,FALSE,FALSE,FALSE,FALSE,,5,5,A lot,62,71,3,40,somewhat disagree,everyone,definitely,18-19,f,2 year degree,suburb,3,FALSE,unsure,no,no
706,1,A moderate amount,A little,7,FALSE,FALSE,FALSE,FALSE,,1,5,A moderate amount,58,100,3,47,strongly disagree,sick people,unsure,18-19,f,some college,suburb,3,Unsure,no,no,unsure
707,1,A moderate amount,A little,4,FALSE,FALSE,TRUE,FALSE,,5,8,A moderate amount,50,75,2,0,NA,sick people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,TRUE,,5,6,NA,26,80,2,80,NA,everyone,probably,20-24,f,some college,suburb,5,TRUE,no,no,unsure
709,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,5,5,A moderate amount,25,90,3,70,somewhat disagree,everyone,probably,20-24,m,highschool graduate,small city/town,3,FALSE,unsure,no,no
711,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,,6,4,NA,17,100,3,46,strongly disagree,everyone,unsure,20-24,f,some college,suburb,3,TRUE,no,unsure,unsure
712,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,8,6,A moderate amount,40,80,3,60,somewhat disagree,everyone,definitely,18-19,f,some college,small city/town,4,TRUE,no,no,no
714,1,A lot,A lot,5,FALSE,FALSE,FALSE,FALSE,,3,7,A lot,80,50,2,30,NA,sick people,definitely,20-24,f,some college,small city/town,5,TRUE,no,no,no
715,1,A moderate amount,A moderate amount,5,FALSE,FALSE,FALSE,FALSE,,4,5,A lot,25,60,2,27,strongly disagree,sick people,definitely,20-24,f,4 year degree,ruralArea,4,TRUE,no,no,yes
716,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,6,4,A lot,50,65,2,55,strongly disagree,sick people,definitely,20-24,f,4 year degree,small city/town,4,TRUE,unsure,no,yes
717,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,7,4,A lot,57,70,3,30,strongly disagree,sick people,definitely,18-19,f,some college,suburb,5,TRUE,no,no,yes
718,1,A moderate amount,A moderate amount,8,FALSE,TRUE,TRUE,FALSE,,5,4,NA,65,75,3,55,strongly disagree,everyone,definitely,18-19,f,some college,suburb,4,TRUE,unsure,no,unsure
719,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,0,5,A lot,100,82,2,NA,strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,1,A lot,A moderate amount,6,TRUE,TRUE,TRUE,FALSE,,5,7,NA,44,80,2,50,NA,sick people,probably,18-19,m,2 year degree,small city/town,4,TRUE,no,unsure,unsure
721,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,7,10,A moderate amount,11,100,4,NA,NA,sick people,definitely,18-19,m,some college,small city/town,2,TRUE,no,unsure,yes
723,1,A lot,A lot,7,TRUE,FALSE,TRUE,FALSE,,5,6,A moderate amount,70,100,3,70,somewhat disagree,everyone,definitely,20-24,m,some college,large city,5,FALSE,yes,no,yes
724,1,A moderate amount,A little,5,TRUE,FALSE,TRUE,FALSE,,3,5,A moderate amount,20,80,3,60,NA,sick people,definitely,18-19,f,some college,suburb,3,FALSE,no,no,yes
725,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,8,8,NA,48,50,3,44,strongly disagree,everyone,definitely,20-24,f,some college,suburb,5,TRUE,unsure,no,yes
726,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,1,A moderate amount,A lot,7,FALSE,FALSE,FALSE,FALSE,My workplace (it'sA healthcare facility),3,9,A lot,15,94,4,50,NA,sick people,definitely,18-19,f,some college,suburb,2,TRUE,no,no,no
729,1,A little,A little,3,TRUE,TRUE,TRUE,FALSE,,1,4,A moderate amount,50,92,2,40,NA,everyone,probably,18-19,f,some college,suburb,5,FALSE,no,no,yes
730,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,,0,9,A lot,40,83,3,19,strongly disagree,sick people,definitely,20-24,m,4 year degree,ruralArea,NA,NA,NA,NA,NA
731,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,,1,4,A moderate amount,68,64,3,50,strongly disagree,sick people,definitely,18-19,f,some college,ruralArea,5,TRUE,no,no,yes
732,1,A moderate amount,A moderate amount,4,TRUE,FALSE,TRUE,FALSE,,0,1,A moderate amount,44,64,2,33,strongly disagree,everyone,definitely,18-19,m,some college,suburb,2,TRUE,yes,no,yes
733,1,A moderate amount,A moderate amount,5,FALSE,TRUE,TRUE,TRUE,,5,4,A lot,39,61,4,56,NA,sick people,unsure,25-29,f,4 year degree,small city/town,3,TRUE,no,no,no
734,1,A lot,A lot,7,FALSE,TRUE,FALSE,FALSE,,4,4,A lot,50,70,2,69,somewhat disagree,everyone,definitely,18-19,f,some college,suburb,4,TRUE,no,no,yes
735,1,A lot,A moderate amount,10,FALSE,FALSE,FALSE,FALSE,,7,8,NA,30,100,2,60,NA,everyone,unsure,18-19,f,some college,ruralArea,4,FALSE,no,no,yes
736,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NotAtAll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,1,A moderate amount,A little,4,FALSE,FALSE,TRUE,FALSE,,5,7,NA,50,90,3,60,somewhat disagree,everyone,unsure,25-29,m,2 year degree,large city,5,TRUE,no,yes,yes
738,1,A lot,A lot,7,FALSE,FALSE,TRUE,FALSE,,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,1,A lot,A moderate amount,10,FALSE,FALSE,TRUE,FALSE,,5,5,A lot,61,100,2,60,strongly disagree,everyone,definitely,18-19,f,some college,small city/town,3,FALSE,unsure,yes,unsure
740,1,A moderate amount,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,8,6,A lot,50,90,3,78,strongly disagree,sick people,definitely,45-49,f,4 year degree,ruralArea,3,TRUE,no,no,yes
741,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,4,6,A little,30,70,2,70,strongly disagree,everyone,definitely,55-59,m,professional degree,small city/town,5,TRUE,no,no,yes
742,1,A little,A little,3,FALSE,FALSE,FALSE,FALSE,,2,4,NotAtAll,8,15,2,12,NA,sick people,probably,18-19,f,highschool graduate,small city/town,5,TRUE,unsure,no,no
743,1,A lot,A moderate amount,4,FALSE,FALSE,FALSE,FALSE,,0,0,A moderate amount,0,100,3,0,stronglyAgree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,1,A lot,A little,6,FALSE,FALSE,TRUE,FALSE,,0,0,A little,57,100,3,2,NA,everyone,unsure,20-24,f,some college,ruralArea,4,TRUE,no,no,yes
745,1,A moderate amount,A moderate amount,3,FALSE,FALSE,FALSE,FALSE,,2,5,A lot,1,35,2,80,NA,everyone,unsure,18-19,f,some college,ruralArea,5,FALSE,yes,no,no
746,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,4,4,A lot,50,60,3,30,somewhat disagree,sick people,definitely,20-24,f,some college,suburb,4,TRUE,unsure,no,no
747,1,A lot,A moderate amount,9,TRUE,FALSE,TRUE,FALSE,,5,8,A lot,37,94,4,41,strongly disagree,sick people,definitely,75-79,f,some college,small city/town,4,TRUE,no,yes,yes
748,1,A lot,A moderate amount,6,FALSE,FALSE,FALSE,FALSE,,5,7,A lot,50,70,3,71,somewhat disagree,sick people,probably,45-49,f,professional degree,small city/town,5,TRUE,unsure,no,unsure
749,1,A moderate amount,A little,4,FALSE,FALSE,FALSE,FALSE,,5,5,A lot,30,40,3,30,strongly disagree,everyone,probably,20-24,f,some college,small city/town,3,FALSE,no,no,no
750,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,6,8,A lot,32,96,4,93,NA,sick people,definitely,20-24,f,2 year degree,suburb,2,FALSE,no,no,yes
751,1,A moderate amount,A moderate amount,5,TRUE,FALSE,TRUE,TRUE,,7,6,A moderate amount,10,100,2,30,NA,everyone,definitely,20-24,f,highschool graduate,ruralArea,5,TRUE,no,no,no
752,1,A lot,A lot,10,TRUE,FALSE,TRUE,FALSE,,10,8,A little,0,100,2,96,NA,everyone,definitely,30-34,f,2 year degree,small city/town,5,FALSE,no,no,no
753,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,1,5,NA,49,55,4,12,NA,sick people,definitely not,20-24,f,some college,suburb,2,FALSE,yes,yes,no
754,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,7,5,A moderate amount,33,79,4,43,strongly disagree,everyone,probably,40-44,f,4 year degree,small city/town,4,FALSE,unsure,yes,no
755,1,A lot,A moderate amount,8,FALSE,TRUE,TRUE,FALSE,,0,3,A little,35,77,3,17,somewhat disagree,everyone,definitely,30-34,m,2 year degree,suburb,4,FALSE,no,no,yes
756,1,A moderate amount,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,0,2,NA,69,18,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,5,5,A moderate amount,60,62,3,57,strongly disagree,everyone,definitely,45-49,f,professional degree,small city/town,3,TRUE,yes,yes,yes
759,1,A lot,A moderate amount,2,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,100,NA,NA,NA,everyone,definitely not,45-49,f,some college,suburb,4,FALSE,yes,no,prefer not to say
760,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,6,5,A moderate amount,30,60,4,50,somewhat disagree,everyone,unsure,20-24,f,highschool graduate,small city/town,3,FALSE,no,yes,yes
761,1,A lot,A lot,9,TRUE,TRUE,TRUE,TRUE,,7,10,A moderate amount,30,70,4,90,NA,sick people,unsure,18-19,f,4 year degree,small city/town,4,TRUE,no,no,unsure
762,1,A lot,A lot,7,FALSE,FALSE,TRUE,FALSE,That corvid 19 tracking website,2,6,NA,35,89,4,39,somewhat disagree,everyone,definitely,20-24,f,some college,suburb,2,Unsure,no,yes,no
763,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,1,A lot,A moderate amount,4,FALSE,FALSE,FALSE,FALSE,,3,3,A moderate amount,31,100,4,11,strongly disagree,everyone,unsure,20-24,f,4 year degree,large city,3,FALSE,no,no,yes
766,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,4,5,A little,30,43,2,28,NA,everyone,unsure,45-49,f,4 year degree,suburb,5,FALSE,unsure,no,yes
767,1,A little,NothingAtAll,4,FALSE,TRUE,TRUE,FALSE,,1,3,NA,16,79,3,32,NA,everyone,probably,20-24,f,4 year degree,suburb,3,FALSE,no,no,yes
768,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,1,A lot,A little,7,FALSE,FALSE,TRUE,FALSE,,0,3,A little,18,66,2,13,somewhat disagree,sick people,definitely not,25-29,f,4 year degree,large city,3,FALSE,no,yes,yes
770,1,A little,A moderate amount,5,TRUE,FALSE,TRUE,TRUE,,5,4,A moderate amount,40,100,3,30,NA,sick people,definitely,18-19,f,4 year degree,suburb,2,TRUE,no,yes,yes
771,1,A moderate amount,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,3,1,NA,10,60,5,40,somewhat disagree,everyone,probably,18-19,f,some college,small city/town,3,TRUE,no,yes,yes
772,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,1,A moderate amount,A little,5,FALSE,FALSE,TRUE,FALSE,,3,4,A lot,50,79,3,48,NA,everyone,definitely,25-29,f,4 year degree,suburb,3,TRUE,no,no,no
774,1,A moderate amount,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,5,4,A lot,15,40,3,60,somewhat disagree,everyone,probably,20-24,m,some college,ruralArea,4,FALSE,no,no,yes
775,1,A moderate amount,A little,4,TRUE,FALSE,FALSE,FALSE,,6,7,A moderate amount,30,70,4,50,somewhat disagree,everyone,unsure,18-19,f,highschool graduate,large city,3,FALSE,no,unsure,yes
776,1,A lot,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,5,5,A little,55,100,3,70,somewhat disagree,sick people,probably,20-24,f,some college,suburb,3,TRUE,no,yes,yes
777,1,A lot,A moderate amount,5,FALSE,FALSE,FALSE,FALSE,,3,9,NA,70,80,2,40,strongly disagree,everyone,definitely,20-24,m,2 year degree,small city/town,4,TRUE,no,no,yes
778,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,6,7,A lot,62,80,3,50,strongly disagree,sick people,definitely,55-59,f,professional degree,small city/town,4,TRUE,no,no,yes
780,1,A moderate amount,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,3,5,A moderate amount,32,67,3,15,somewhat disagree,everyone,probably,25-29,f,4 year degree,small city/town,3,FALSE,no,no,yes
781,1,A moderate amount,A moderate amount,5,TRUE,FALSE,TRUE,FALSE,,2,3,A lot,12,50,2,4,NA,everyone,unsure,20-24,f,4 year degree,ruralArea,2,FALSE,no,no,no
782,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,3,3,NA,49,83,3,37,somewhat disagree,everyone,definitely,18-19,m,some college,small city/town,3,Unsure,no,no,unsure
783,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,1,A lot,A little,4,TRUE,FALSE,TRUE,FALSE,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,,6,4,A lot,6,100,4,30,strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,1,A moderate amount,A moderate amount,7,TRUE,TRUE,TRUE,FALSE,,4,8,A little,41,81,2,60,NA,sick people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,9,6,NA,9,78,3,81,NA,everyone,probably,20-24,m,some college,suburb,4,TRUE,no,no,no
789,1,A lot,A moderate amount,10,FALSE,FALSE,FALSE,FALSE,,1,7,A lot,80,81,3,9,NA,everyone,unsure,20-24,f,highschool graduate,small city/town,2,FALSE,no,no,unsure
790,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,2,7,A lot,30,60,1,25,strongly disagree,everyone,definitely,20-24,f,some college,suburb,4,FALSE,unsure,no,yes
791,1,A lot,A moderate amount,9,FALSE,FALSE,FALSE,FALSE,,6,7,NA,47,80,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,2,4,NA,12,94,4,9,strongly disagree,everyone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,1,A lot,A lot,10,FALSE,TRUE,TRUE,FALSE,,6,2,NA,54,84,2,22,strongly disagree,everyone,definitely not,35-39,f,4 year degree,suburb,4,FALSE,yes,no,yes
794,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,TRUE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,1,A little,NothingAtAll,0,FALSE,FALSE,FALSE,FALSE,,0,7,A moderate amount,0,75,3,3,strongly disagree,sick people,probably,20-24,f,some college,small city/town,3,FALSE,no,no,unsure
796,1,A lot,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,5,5,NA,50,100,4,25,strongly disagree,sick people,definitely,25-29,m,some college,small city/town,3,TRUE,no,no,no
797,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,1,A moderate amount,A little,3,FALSE,FALSE,TRUE,FALSE,,8,7,A moderate amount,2,64,3,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,1,A moderate amount,A little,6,FALSE,FALSE,TRUE,FALSE,,6,9,A lot,15,65,2,60,somewhat disagree,sick people,probably,18-19,m,some college,small city/town,4,TRUE,no,no,yes
800,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,4,6,A moderate amount,30,70,3,27,strongly disagree,everyone,definitely,20-24,f,some college,suburb,4,FALSE,unsure,no,yes
801,1,A moderate amount,A little,2,FALSE,FALSE,FALSE,FALSE,,5,5,NA,50,70,4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,1,A lot,A moderate amount,5,FALSE,FALSE,FALSE,FALSE,,1,3,A moderate amount,18,56,3,12,NA,everyone,unsure,18-19,f,some college,ruralArea,5,FALSE,no,no,prefer not to say
804,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,,4,5,A lot,72,60,3,50,somewhat disagree,everyone,probably,20-24,f,some college,suburb,3,FALSE,no,no,yes
805,1,A lot,A lot,8,FALSE,TRUE,TRUE,FALSE,,5,7,A lot,61,70,4,38,strongly disagree,sick people,definitely not,50-54,m,4 year degree,suburb,4,FALSE,no,no,yes
806,1,A lot,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,1,7,A moderate amount,10,75,3,50,strongly disagree,everyone,definitely,20-24,m,highschool graduate,small city/town,3,TRUE,no,no,no
807,1,A moderate amount,A little,5,TRUE,TRUE,TRUE,TRUE,,6,5,NA,30,100,2,39,strongly disagree,everyone,probably,20-24,f,2 year degree,small city/town,3,FALSE,no,no,yes
808,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,5,5,A lot,45,72,3,19,strongly disagree,everyone,definitely,18-19,f,some college,small city/town,4,TRUE,no,no,yes
811,1,A lot,A little,4,TRUE,FALSE,TRUE,TRUE,,NA,3,A lot,19,51,3,24,strongly disagree,sick people,probably,20-24,f,2 year degree,suburb,4,FALSE,no,no,yes
812,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,9,7,A lot,46,46,5,67,strongly disagree,everyone,probably,20-24,f,some college,suburb,3,FALSE,unsure,yes,yes
813,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,8,7,A moderate amount,6,100,3,99,NA,healthy people,probably,20-24,m,4 year degree,small city/town,3,TRUE,no,no,no
814,1,A lot,A lot,10,TRUE,TRUE,TRUE,FALSE,,5,7,A little,50,100,5,81,strongly disagree,everyone,definitely,20-24,f,some college,suburb,5,TRUE,yes,yes,yes
815,1,A moderate amount,A moderate amount,4,FALSE,TRUE,FALSE,TRUE,,1,0,A moderate amount,55,76,2,76,NA,everyone,unsure,18-19,m,highschool graduate,large city,3,Unsure,unsure,no,no
816,1,A lot,A moderate amount,6,FALSE,FALSE,FALSE,FALSE,,5,6,A moderate amount,55,51,3,39,strongly disagree,everyone,definitely,18-19,f,some college,suburb,4,TRUE,no,no,no
817,1,A moderate amount,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,3,4,A moderate amount,32,66,3,41,NA,everyone,unsure,20-24,m,highschool graduate,small city/town,3,TRUE,unsure,no,no
818,1,A moderate amount,A little,2,FALSE,FALSE,TRUE,FALSE,,1,3,A moderate amount,60,75,5,5,somewhat disagree,sick people,unsure,20-24,NA,some college,suburb,2,FALSE,yes,yes,yes
819,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,6,7,NA,18,81,2,49,NA,everyone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,1,A lot,A moderate amount,10,FALSE,FALSE,FALSE,FALSE,,5,4,A lot,16,72,4,13,strongly disagree,everyone,probably_not,30-34,f,some college,suburb,3,FALSE,no,no,yes
822,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,0,2,A lot,2,100,2,NA,strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,1,A lot,A moderate amount,10,TRUE,TRUE,TRUE,TRUE,,8,8,A moderate amount,63,100,3,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,1,A moderate amount,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,6,9,A moderate amount,6,96,2,57,strongly disagree,sick people,definitely,25-29,f,2 year degree,small city/town,4,FALSE,no,no,no
825,1,A lot,A lot,9,FALSE,FALSE,TRUE,TRUE,,6,7,NA,90,100,2,80,somewhat disagree,everyone,definitely,20-24,f,some college,suburb,5,TRUE,unsure,no,yes
826,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,6,5,A moderate amount,40,80,3,70,NA,healthy people,probably_not,20-24,f,some college,suburb,3,FALSE,no,no,yes
828,1,A lot,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,6,5,A moderate amount,1,95,3,83,NA,everyone,definitely,20-24,f,highschool graduate,small city/town,3,FALSE,no,no,yes
829,1,A lot,A little,4,FALSE,FALSE,TRUE,TRUE,,6,7,A lot,41,68,3,91,NA,everyone,probably,20-24,m,2 year degree,small city/town,4,FALSE,no,no,no
830,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,7,7,A moderate amount,86,95,3,70,strongly disagree,everyone,definitely,20-24,f,highschool graduate,small city/town,4,TRUE,no,no,no
831,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,2,6,A lot,60,72,3,46,strongly disagree,everyone,definitely,20-24,f,some college,large city,3,FALSE,unsure,no,yes
832,1,A moderate amount,A moderate amount,7,TRUE,FALSE,TRUE,FALSE,,6,5,A moderate amount,71,62,3,60,somewhat disagree,everyone,definitely,40-44,m,doctorate,suburb,3,TRUE,no,no,yes
833,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,1,4,A little,58,87,3,50,somewhat disagree,everyone,definitely,18-19,f,highschool graduate,suburb,4,TRUE,no,no,yes
834,1,A lot,A little,1,FALSE,FALSE,TRUE,FALSE,,2,1,A moderate amount,10,44,2,4,NA,everyone,definitely not,20-24,f,some college,suburb,3,FALSE,no,no,unsure
835,1,A lot,A lot,8,FALSE,FALSE,FALSE,FALSE,,3,7,A moderate amount,30,91,2,40,somewhat disagree,everyone,probably,NA,f,some college,small city/town,4,FALSE,no,no,yes
