b,r1,r2
b13069,0.535277801,-5.979416277
b13070,1.549086816,-3.078612055
b13071,4.175773198,-3.380627638
b13072,3.013662491,-3.407055167
b13073,2.033951211,-2.546984993
b13074,2.972168434,-0.900328473
b13075,3.835385423,-4.351534709
b13076,3.332065599,-2.312027158
b13077,5.707571845,-1.778142408
b13078,3.793653249,-0.667760493
b13079,1.525584661,-4.021296525
b13080,3.635374652,-2.642447282
b13081,2.003978822,-2.400280584
b13082,2.642669504,-2.78819321
b13083,3.322199425,-3.896137738
b13084,3.005858019,-3.786761295
b13085,3.229546527,-4.255308659
b13086,2.636416722,-0.914240078
b13087,3.058167307,-1.978301945
b13088,2.077576221,-4.412832858
b13089,2.980324983,-3.008269513
b13090,3.412765565,-2.424299389
b13091,1.632225881,-2.615585063
b13092,2.107887813,-2.609615469
b13093,3.264020701,-2.82408009
b13094,1.571654454,-2.473506338
b13095,2.694680126,-0.460890833
b13096,4.143996395,-5.111202376
b13097,3.513571378,-2.656836726
b13098,2.564640314,-2.001217804
b13099,1.891844204,-4.108850731
b13100,3.808168513,-2.472705564
b13101,3.040219596,-2.831182202
b13102,2.882835026,-3.495652539
b13103,0.194475788,-1.554424084
b13104,2.162750656,-2.69546453
b13105,2.52093337,-3.38218878
b13106,4.118647368,-3.526372861
b13107,2.288608585,-3.369563647
b13108,1.792052116,-3.960861624
b13109,1.697894136,-2.171642869
b13110,0.709842428,-2.242330643
b13111,2.428532702,-3.077404189
b13112,2.90437145,-2.584284032
b13113,3.50146208,-2.492926455
b13114,3.720972465,-1.953904258
b13115,3.844555599,-1.781431165
b13116,3.025365142,-3.815263237
b13117,1.792098617,-2.199309359
b13118,1.616795638,-3.201014213
b13119,1.533225649,-0.715149532
b13120,3.533250014,-3.222481771
b13121,1.692413849,-1.664891299
b13122,1.448221645,-5.439333812
b13123,3.058345466,-4.6375519
b13124,3.856020009,-3.910384219
b13125,1.644239959,-2.936569961
b13126,3.750451689,-2.811584249
b13127,3.51111445,-2.07055185
b13128,3.427329845,-3.88340868
b13129,3.165204941,-1.813890912
b13130,1.699911398,-3.130140956
b13131,3.512125103,-3.814930878
b13132,0.834043642,-3.038138799
b13133,2.98416726,-0.646887122
b13134,2.583154185,-3.975161941
b13135,1.977773493,-3.759379688
b13136,3.056810749,-3.592312063
b13137,3.028024144,-3.249472111
b13138,2.658331137,-3.222007235
b13139,2.539985233,-2.355837159
b13140,2.166719364,-1.926855271
b13141,2.931191873,-2.247519161
b13142,1.696143143,-2.42795764
b13143,4.049070807,-3.080705891
b13144,3.177698934,-1.625251989
b13145,2.510391903,-1.945226908
b13146,3.288492782,-1.152118741
b13147,1.38037549,-4.435886355
b13148,2.717502801,-2.658583603
b13149,2.090797278,-2.736266461
b13150,4.320169521,-3.21550873
b13151,2.755126622,-2.671770063
b13152,2.723545398,-4.296289401
b13153,4.004936485,-3.471325121
b13154,2.060259361,-2.27246909
b13155,1.339415124,-3.563113388
b13156,2.764626693,-3.166702533
b13157,3.419846456,-3.221655658
b13158,2.125728882,-1.890553201
b13159,1.091203301,-1.192304019
b13160,3.768818109,-3.47811172
b13161,2.946932636,-4.984070633
b13162,0.161332464,-3.044312135
b13163,2.663643858,-3.623809362
b13164,1.960581233,-3.026745193
b13165,2.48276563,-3.256307778
b13166,2.79756388,-2.48028731
b13167,2.925701041,-2.71302749
b13168,1.616241037,-3.570403041
b13169,3.135092235,-2.539955078
b13170,2.309765216,-2.045519228
b13171,2.634446428,-1.302729385
b13172,3.213139348,-3.996363714
b13173,1.39231696,-3.059483
b13174,3.059865578,-3.557524309
b13175,2.883022668,-0.554168374
b13176,2.147777378,-3.089952787
b13177,2.996453171,-3.706396584
b13178,3.357820885,-2.920549287
b13179,1.364995718,-5.176680379
b13180,1.972338746,-2.236938489
b13181,2.753865705,-2.843883842
b13182,2.639202797,-4.851943209
b13183,3.059478963,-2.492548222
b13184,3.152429546,-0.499848984
b13185,1.799274966,-2.568449958
b13186,3.826596799,-2.169678682
b13187,1.137617461,-3.533637275
b13188,2.313474952,-3.312828043
b13189,2.92139585,-2.858049402
b13190,1.994471731,-2.108407684
b13191,2.806517533,-3.946767049
b13192,2.939181913,-3.831396524
b13193,0.681339854,-3.674138952
b13194,2.5481928,-1.460246362
b13195,3.195807303,-4.447910808
b13196,3.441796247,-2.253265025
b13197,3.234386762,-3.151249135
b13198,5.511002582,-2.798856189
b13199,2.112109386,-3.583656321
b13200,2.700508389,-4.835601948
b13201,1.409804805,-3.266691672
b13202,0.514846653,-2.211176543
b13203,3.868891746,-3.98172264
b13204,2.002529196,-3.448256095
b13205,5.610134978,-1.72345919
b13206,0.615075748,-3.449761372
b13207,3.362061675,-2.701550264
b13208,4.166352602,-2.894235057
b13209,2.005778886,-0.607155286
b13210,4.665596056,-4.412398017
b13211,1.744319417,-5.347079485
b13212,3.83557119,-2.836144016
b13213,2.726008411,-3.032482226
b13214,2.051484807,-3.4200199
b13215,2.341237492,-3.699507743
b13216,1.178614162,-2.838058463
b13217,2.669008383,-2.725629762
b13218,2.577589473,-2.112817909
b13219,0.138010517,-4.396820691
b13220,3.500365764,-2.401252094
b13221,1.710177306,-2.827593658
b13222,3.266793579,-0.914989564
b13223,4.270083466,0.241173467
b13224,1.689842994,-2.708477021
b13225,1.903425428,-3.650192178
b13226,1.103000722,-1.389698653
b13227,1.626679406,-2.426301298
b13228,1.697630539,-1.269168976
b13229,2.914403098,-1.926958883
b13230,1.873864718,-3.488697289
b13231,1.729484755,-2.282752861
b13232,2.566487817,-1.641161664
b13233,5.160876505,-3.304853796
b13234,2.236026984,-3.456370397
b13235,1.71054481,-2.7692347
b13236,2.039520479,-2.246724924
b13237,3.09657192,-1.521951786
b13238,3.933977862,-2.980904487
b13239,3.703259998,-2.622833734
b13240,3.103690795,-2.855551081
b13241,2.006445563,-2.843170309
b13242,4.250458175,-3.401196077
b13243,3.845486711,-3.752733755
b13244,3.67973919,-2.858525458
b13245,3.362922877,-2.218145418
b13246,3.077423445,-3.942748218
b13247,2.216198439,-1.180428552
b13248,2.093422961,-3.147279173
b13249,2.757594253,-4.792229409
b13250,1.42062143,-4.840792947
b13251,1.721765307,-1.53703074
b13252,2.015063102,-2.039310824
b13253,3.991945217,-2.076210093
b13254,3.828111935,-2.779979855
b13255,2.814494431,-3.654335795
b13256,1.742866646,-3.157932588
b13257,3.478277668,-1.939468116
b13258,3.987928948,-0.791791465
b13259,4.027827403,-2.063231843
b13260,1.868807139,-1.064486717
b13261,2.380813789,-1.48237978
b13262,2.214723559,-0.832312168
b13263,2.114101151,-2.253963375
b13264,3.80940553,-2.151098533
b13265,3.122004701,-2.693373225
b13266,3.232878979,-2.567889567
b13267,2.414280839,-0.678690086
b13268,5.329835865,-2.177625645
b13269,1.354843218,-4.148245175
b13270,3.703361055,-3.602882494
b13271,3.027747541,-3.229998501
b13272,4.325071568,-1.640183833
b13273,4.251119505,-3.638646026
b13274,2.867711504,-2.744730404
b13275,3.48733993,-1.696899542
b13276,4.783504027,-3.269815702
b13277,2.011178494,-2.358896644
b13278,2.688864456,-2.877989421
b13279,2.223725505,-2.501216094
b13280,2.052384389,-2.875132372
b13281,1.617168945,-3.244918514
b13282,2.06189339,-3.340190785
b13283,3.311690376,-4.088665323
b13284,1.697635699,-2.051722383
b13285,1.44314943,-3.022724087
b13286,3.155595317,-3.023439524
b13287,3.197078867,-2.674580065
b13288,4.18870206,-2.866251231
b13289,3.460945225,-2.6182012
b13290,2.148127008,-2.150904524
b13291,2.283224741,-1.394091811
b13292,2.44086443,-0.626518112
b13293,2.097890757,-0.655753395
b13294,3.534543868,-3.044056353
b13295,4.59372542,-3.308798787
b13296,2.354066928,-2.50429896
b13297,4.216528082,-2.534297196
b13298,1.471642332,-0.646296124
b13299,3.015270673,-2.471034794
b13300,3.01016078,-3.303774537
b13301,3.297020039,-1.382899426
b13302,2.359503234,-3.021694985
b13303,1.936091409,-3.311687345
b13304,4.164363502,-3.281387324
b13305,1.700272685,-0.872368656
b13306,1.696090521,-1.970458234
b13307,3.663162812,-2.797977264
b13308,1.736055263,-2.946976491
b13309,3.525357601,-2.827177216
b13310,3.354654127,-3.842321061
b13311,3.610486992,-3.071968069
b13312,0.869674711,-3.146717399
b13313,3.258509795,-1.202904528
b13314,2.694779749,-2.391605528
b13315,1.004639473,-3.083648248
b13316,2.571888958,-3.191795752
b13317,2.004724585,-0.888431284
b13318,3.140623158,-2.204766235
b13319,1.765403606,-3.493583785
b13320,2.958820871,-3.617154342
b13321,2.107420164,-2.706717758
b13322,2.684447088,-2.16650881
b13323,2.231077891,-1.289437073
b13324,1.865023336,-2.846523782
b13325,4.91188351,-3.319405597
b13326,1.811918665,-2.702056481
b13327,3.998390756,-2.245302999
b13328,3.375210076,-4.111100744
b13329,2.98666859,-3.867767727
b13330,2.049602735,-2.651142827
b13331,1.654983722,-2.5515696
b13332,1.434516899,-2.481066498
b13333,2.657435336,-2.933135964
b13334,1.02248363,-1.329007897
b13335,4.666005534,-3.962737
b13336,2.233686782,-3.250012616
b13337,2.527455658,-3.851416711
b13338,2.660597357,-5.026945523
b13339,2.182395768,-2.89411723
b13340,3.310189351,-2.432548298
b13341,3.356433126,-2.568635545
b13342,4.784221358,-3.627360463
b13343,1.560611031,-2.014873335
b13344,1.846932443,-3.198427951
b13345,2.139080552,-3.264196342
b13346,1.645930616,-2.152883334
b13347,2.863139875,-2.79421541
b13348,3.251847804,-2.46988194
b13349,2.984987182,-0.529837573
b13350,3.188813737,-3.514843317
b13351,3.419887955,-1.430327228
b13352,3.960507027,-2.270138198
b13353,3.300812499,-2.420622436
b13354,1.714567832,-3.457588334
b13355,1.220233014,-1.596176737
b13356,4.030101916,-2.353471695
b13357,1.9629664,-3.150090573
b13358,2.950045539,-2.951767812
b13359,2.916928728,-4.528090054
b13360,3.29867627,-1.95674637
b13361,5.174416057,-1.609271884
b13362,2.771066319,-1.974893812
b13363,3.756576139,-1.922310393
b13364,2.998571075,-3.694144184
b13365,1.660878251,-3.963303716
b13366,4.142065875,-3.297216384
b13367,1.579247665,-4.875373625
b13368,2.635377202,-2.268298526
b13369,2.818614167,-3.895375289
b13370,4.042139006,-4.701355976
b13371,2.896545877,-3.131979856
b13372,2.084793053,-3.202909998
b13373,4.587020901,-3.26278003
b13374,2.938139466,-2.898393921
b13375,3.034303028,-2.115679936
b13376,3.209424295,-2.702874525
b13377,2.338047209,-1.847027231
b13378,5.448536525,-3.045815838
b13379,1.70268023,-4.287798668
b13380,3.915472637,-1.787453701
b13381,1.414299421,-3.420356261
b13382,1.438735873,-3.664269105
b13383,3.827675487,-3.486622536
b13384,0.230464298,-5.631681606
b13385,3.063943184,-4.668771615
b13386,2.296957481,-3.649327754
b13387,3.485287768,-2.363387005
b13388,2.857468357,-3.256225844
b13389,3.751504398,-3.122358953
b13390,3.978724385,-2.404811486
b13391,2.092439507,-2.407251184
b13392,2.386940839,-1.298681123
b13393,3.216149237,-1.645349822
b13394,2.984737107,-2.252330648
b13395,3.165444022,-2.317943706
b13396,2.013181659,-4.188990686
b13397,0.458529712,-1.9994268
b13398,1.656710734,-3.128734967
b13399,2.149346437,-1.377414498
b13400,3.346200277,-2.188064423
b13401,3.259191898,-2.281014763
b13402,4.324158388,-2.258438722
b13403,4.234540081,-1.464275168
b13404,3.171447676,-3.650246045
b13405,3.334614,-3.519885286
b13406,3.568882458,-1.115815691
b13407,3.805220347,-2.574538503
b13408,2.23792135,-2.590629526
b13409,2.23647914,-3.454488318
b13410,3.079157603,-3.14208715
b13411,2.647668539,-1.663137382
b13412,1.160027974,-2.424373256
b13413,3.893257054,-1.848535208
b13414,2.38502145,-3.003402158
b13415,3.061632141,-3.951033507
b13416,3.070986191,-4.134578677
b13417,1.770674686,-4.574869208
b13418,4.088119282,-1.90405722
b13419,3.741031813,-4.518970815
b13420,3.366423803,-3.031762642
b13421,3.91267228,-2.079021652
b13422,5.067447933,-3.380437691
b13423,4.798776613,-1.752189144
b13424,0.67689626,-3.670756403
b13425,2.890741546,-1.764502679
b13426,1.214486925,-2.610630321
b13427,3.878960199,-2.131836905
b13428,3.480939983,-2.017885264
b13429,3.127988152,-2.031355415
b13430,2.0418505,-3.100333655
b13431,1.127501413,-3.660076761
b13432,2.839758188,-3.01162015
b13433,2.034940448,-2.62768992
b13434,2.000945348,-2.955704884
b13435,4.444695913,-2.797926768
b13436,1.952347955,-3.085712408
b13437,2.345294212,-2.144909061
b13438,2.939571251,-3.33066598
b13439,4.976862594,-3.499705981
b13440,2.63360635,-2.20108388
b13441,2.273493568,-2.706138688
b13442,1.655830822,-2.923899555
b13443,3.995424486,-2.546750539
b13444,0.5558475,-4.630629041
b13445,3.610015689,-2.309340174
b13446,3.904426853,-2.518463735
b13447,2.122480916,-3.096998478
b13448,1.631733789,-2.433578865
b13449,2.659866611,-3.3139022
b13450,2.819957676,-2.536534661
b13451,4.039135895,-4.362643216
b13452,1.579747101,-2.626872007
b13453,2.381785665,-1.794362878
b13454,0.88323324,-2.683680908
b13455,2.167931949,-3.585209098
b13456,2.941151077,-2.162568901
b13457,2.830069193,-1.078398417
b13458,3.605409842,-2.332232902
b13459,2.071770864,-1.825690202
b13460,2.99100707,-3.523121113
b13461,3.697853272,-3.121648098
b13462,3.520476641,-3.886828578
b13463,2.58408345,-3.500002214
b13464,2.008235554,-4.425461306
b13465,4.68450208,-2.325992306
b13466,3.371371337,-4.644517538
b13467,1.069407995,-2.823547214
b13468,2.47131971,-1.719797965
b13469,2.476699927,-2.733363556
b13470,3.310625555,-2.016752121
b13471,2.651802249,-1.144502135
b13472,2.208310424,-4.724013213
b13473,3.344099753,-2.855171585
b13474,2.432922251,-3.396235703
b13475,3.566041472,-2.078391504
b13476,3.440715657,-1.514898929
b13477,4.783502244,-2.104363494
b13478,3.698010654,-3.589483845
b13479,1.300783032,-0.829427633
b13480,2.007091302,-5.326276434
b13481,0.947683837,-2.171206924
b13482,2.055012976,-1.137348577
b13483,3.128786478,-4.370556078
b13484,4.095466361,-0.826422261
b13485,2.421418336,-3.391514674
b13486,1.063235025,-1.957928474
b13487,4.272085242,-1.936763041
b13488,1.969523618,-3.901946671
b13489,3.643898906,-3.627853224
b13490,3.398757973,-1.019708233
b13491,1.748892817,-1.553953261
b13492,3.005153891,-4.175810237
b13493,3.106527264,-0.851841958
b13494,1.849609246,-4.080300281
b13495,4.157935847,-2.670159865
b13496,1.575430992,-3.581314166
b13497,2.583155846,-3.193565952
b13498,2.137751478,-2.988422163
b13499,1.919854893,-2.607919408
b13500,3.446416913,-5.196519626
b13501,3.139215855,-0.755800579
b13502,2.479663774,-1.11918809
b13503,2.88338504,-3.904128364
b13504,2.299216572,-4.033433374
b13505,3.954448383,-3.724456576
b13506,2.902534443,-2.735976149
b13507,3.510992856,-2.811233791
b13508,1.48862227,-3.560516129
b13509,1.646004355,-3.720288801
b13510,3.72451485,-1.247282249
b13511,4.27154122,-3.691855162
b13512,2.525715662,-3.199351314
b13513,4.073675302,-3.925830659
b13514,1.879397764,-2.723939808
b13515,2.488345906,-3.111293188
b13516,3.311257662,-4.147008846
b13517,4.16524538,-3.320721836
b13518,1.991534767,-3.808179083
b13519,2.214014731,-0.799199516
b13520,3.842355873,-2.100694105
b13521,2.014504002,-2.670368789
b13522,2.20645518,-2.718496577
b13523,2.296121944,-3.261247285
b13524,3.860209864,-2.640261039
b13525,3.119799799,-1.156470697
b13526,1.404265098,-2.690425551
b13527,3.290496756,-3.785245447
b13528,1.335884968,-2.63963173
b13529,2.883181144,-3.246291814
b13530,1.461002563,-1.988843688
b13531,3.143718485,-2.112466996
b13532,3.762997555,-3.855428585
b13533,3.338727239,-2.435438478
b13534,2.041056508,-2.503538804
b13535,4.825975996,-2.030481353
b13536,1.807575028,-1.541637547
b13537,1.496774647,-1.210354249
b13538,2.432778109,-1.630835163
b13539,2.181793447,-3.665679858
b13540,3.508917462,-2.258852627
b13541,3.203838476,-4.778718113
b13542,2.863234762,-3.578844005
b13543,2.140764704,-1.675647945
b13544,0.997430672,-1.547128648
b13545,2.717226138,-3.502754247
b13546,1.366140193,-2.880851769
b13547,3.249107555,-2.430257811
b13548,2.586537669,-2.560093726
b13549,4.48128773,-1.896230447
b13550,2.435459941,-1.915812346
b13551,2.860818193,-3.130811862
b13552,2.163777048,-3.416934586
b13553,2.727002531,-3.275645182
b13554,2.902548225,-2.341517881
b13555,2.217796001,-2.241885228
b13556,1.955118477,-3.728070761
b13557,1.76017574,-5.26808631
b13558,2.791578639,-3.25213557
b13559,3.200781973,-4.607670074
b13560,1.930083966,-3.267881249
b13561,2.673011691,-2.515424979
b13562,2.335940929,-2.277806546
b13563,1.431013517,-4.086719999
b13564,4.831983775,-1.555536746
b13565,4.012360656,-3.865598095
b13566,2.556951445,-2.84874196
b13567,2.773003132,-3.976190235
b13568,1.376169586,-4.149910148
b13569,2.707398724,-2.947796113
b13570,2.723835476,-2.448848524
b13571,0.183361687,-2.976400987
b13572,1.837326622,-5.611247279
b13573,2.828898751,-3.053548281
b13574,3.525384568,-2.948760727
b13575,2.536750271,-2.653523845
b13576,2.611315076,-3.08919333
b13577,1.755125173,-1.057737414
b13578,3.876616992,-4.1736113
b13579,2.686408729,-1.23947546
b13580,1.670443414,-4.613979034
b13581,3.308717468,-2.995903887
b13582,2.143855988,-4.772655075
b13583,2.099668946,-2.401776136
b13584,1.446057283,-4.796417936
b13585,2.052804419,-2.621899186
b13586,3.880609604,-1.763035883
b13587,1.378584577,-3.384877286
b13588,3.374751773,-0.875838061
b13589,3.225272876,-1.650926749
b13590,1.729344934,-2.667097251
b13591,2.619823154,-2.378447067
b13592,1.912658809,-5.673112465
b13593,3.586417441,-4.03718032
b13594,4.15946313,-3.250825676
b13595,2.878940301,-4.359787184
b13596,-0.069864158,-4.044202494
b13597,2.071296721,-3.222919425
b13598,1.418972142,-2.760768366
b13599,4.721771865,-4.542054687
b13600,3.686939438,-3.222245147
b13601,3.165314163,-3.953910774
b13602,3.70735892,-2.851239319
b13603,2.432940228,-3.258700776
b13604,1.429476686,-0.627116231
b13605,1.87094055,-1.721181818
b13606,3.592960395,-2.822809541
b13607,3.259580026,-2.359795089
b13608,2.376794773,-2.407566903
b13609,3.492894187,-3.652597495
b13610,1.432320941,-3.945345895
b13611,1.115242201,-2.928805841
b13612,2.87249732,-0.778392453
b13613,2.465626538,-4.51241318
b13614,2.8035117,-3.23886597
b13615,1.673410225,-2.364620245
b13616,2.655065451,-3.063699649
b13617,3.853336689,-5.538989096
b13618,1.71539174,-4.457291937
b13619,3.100172179,-1.732255487
b13620,2.611316406,-1.787577199
b13621,2.312475792,-2.592193853
b13622,2.969878311,-3.928317745
b13623,3.391440795,-3.146126252
b13624,4.685780627,-3.822684
b13625,3.892795557,-3.942881417
b13626,0.949143976,-1.731137927
b13627,0.917261722,-3.636625001
b13628,0.409320138,-2.891425933
b13629,2.705417557,-2.88852549
b13630,3.113041503,-3.213644306
b13631,2.268768626,-4.240009468
b13632,2.477667761,-2.479686469
b13633,3.118483516,-3.876774177
b13634,1.219433382,-0.858535708
b13635,0.377660137,-2.752122264
b13636,2.113904024,-2.496442398
b13637,0.871563542,-3.744288356
b13638,3.654198851,-2.024627246
b13639,1.564470941,-2.362393678
b13640,2.708526989,-2.797012322
b13641,1.685710702,-1.649702274
b13642,2.108605555,-3.102753897
b13643,3.337403343,-0.915988436
b13644,0.013133758,-2.43619815
b13645,2.838892805,-2.709578663
b13646,3.750251739,-2.966409943
b13647,2.293527945,-3.696328258
b13648,1.22812454,-2.266781404
b13649,4.093579284,-2.909624131
b13650,1.854887671,-4.078651757
b13651,4.8292824,-2.145824871
b13652,1.548844853,-3.166580122
b13653,3.067036136,-4.565894148
b13654,2.269108553,-2.590620143
b13655,2.913373113,-1.244630014
b13656,3.338718107,-1.058922389
b13657,2.491255885,-1.743197838
b13658,4.697258813,-3.613614235
b13659,1.851448179,-1.914527967
b13660,2.379212239,-2.983242595
b13661,4.037582442,-3.03041128
b13662,2.349995987,-3.116823184
